TX,RY,Intensity,sigma_x,sigma_y,astigmatism
-4.0,-0.045,19039.00000000001,0.0204135180012884,0.0274266078595261,-582.7458256029685
-4.0,-0.0425,19053.000000000007,0.0204482855993782,0.0276602123976949,-604.3290043290044
-4.0,-0.04,19054.00000000001,0.0204789655854215,0.0279008893673715,-604.3290043290044
-4.0,-0.0375,19054.00000000001,0.0205114348655988,0.0281386603373063,-611.523397237683
-4.0,-0.035,19048.000000000007,0.0205419205920828,0.0283711713058961,-618.7177901463616
-4.0,-0.0325,19045.00000000001,0.0205804432608477,0.0286132158266026,-625.9121830550403
-4.0,-0.03,19053.000000000007,0.020620333077432,0.0288572861245104,-640.3009688723974
-4.0,-0.0275,19059.00000000001,0.0206512223102806,0.0290918711122879,-646.5677179962895
-4.0,-0.025,19069.000000000007,0.0206868734729805,0.0293292776232168,-654.1743970315399
-4.0,-0.0225,19077.00000000001,0.0207230862574887,0.0295665359810431,-665.5741084312513
-4.0,-0.02,19079.000000000007,0.0207534046657874,0.0298097729573142,-673.5930735930735
-4.0,-0.0175,19076.00000000001,0.0207988903271906,0.0300431672997501,-681.6120387548958
-4.0,-0.015,19085.000000000007,0.0208383302808982,0.0302889187782223,-681.6120387548958
-4.0,-0.0124999999999999,19086.00000000001,0.0208744204980786,0.0305297132752993,-713.6878994021852
-4.0,-0.01,19109.00000000001,0.0209209886707442,0.0307694415985981,-713.6878994021852
-4.0,-0.0075,19102.00000000001,0.0209628483664247,0.0310029237857279,-729.7258297258297
-4.0,-0.005,19120.00000000001,0.0209966731900557,0.0312482691274425,-733.5188620902904
-4.0,-0.0025,19115.00000000001,0.0210385755228414,0.0314823779381886,-733.5188620902904
-4.0,0.0,19120.000000000007,0.0210789897093305,0.0317342495181421,-733.5188620902904
-4.0,0.0025,19134.00000000001,0.0211327481329166,0.0319752121343359,-751.7006802721087
-4.0,0.0049999999999999,19138.00000000001,0.0211744175628171,0.0322165682319421,-742.8571428571427
-4.0,0.0074999999999999,19145.00000000001,0.021217776810724,0.0324612543351235,-769.3877551020407
-4.0,0.0099999999999999,19134.000000000007,0.0212627020854196,0.0326966781540892,-778.2312925170066
-4.0,0.0124999999999999,19147.00000000001,0.0213095686906695,0.0329399908835959,-787.0748299319725
-4.0,0.015,19149.000000000007,0.021359248659683,0.0331861539361394,-795.9183673469386
-4.0,0.0175,19160.00000000001,0.0214073295914133,0.0334377133336854,-804.7619047619046
-4.0,0.0199999999999999,19164.000000000007,0.021458068275154,0.0336878866783801,-814.5124716553288
-4.0,0.0224999999999999,19166.00000000001,0.0215027378229927,0.0339317176956769,-821.7893217893218
-4.0,0.0249999999999999,19167.000000000007,0.0215505835060481,0.0341762507538969,-831.4574314574314
-4.0,0.0274999999999999,19161.00000000001,0.0216009260736686,0.034408037558787,-831.4574314574314
-4.0,0.03,19159.000000000007,0.021652980813858,0.0346477614053099,-850.7936507936508
-4.0,0.0325,19169.00000000001,0.0217053904558069,0.0348928636938763,-850.7936507936508
-4.0,0.035,19179.000000000007,0.0217602793813711,0.0351412938385699,-860.4617604617605
-4.0,0.0375,19201.00000000001,0.0218151273252608,0.0353948362504855,-870.1298701298701
-4.0,0.04,19200.00000000001,0.0218655911872966,0.0356465010023217,-879.7979797979798
-4.0,0.0425,19204.000000000007,0.0219141668651192,0.0358880550221291,-889.4660894660896
-4.0,0.0449999999999999,19221.00000000001,0.021970772068435,0.0361397373389296,-902.370645227788
-4.0,0.0474999999999999,19218.000000000007,0.0220294869946345,0.0363852770039784,-902.370645227788
-4.0,0.0499999999999999,19233.00000000001,0.0220896091004555,0.0366370565901975,-902.370645227788
-4.0,0.0524999999999999,19233.00000000001,0.0221439923627908,0.0368815501341154,-923.3560090702948
-4.0,0.0549999999999999,19235.000000000007,0.0222045111336846,0.0371280471186991,-933.8486909915482
-4.0,0.0574999999999999,19239.00000000001,0.0222634289199361,0.0373744531159444,-944.3413729128016
-4.0,0.06,19242.000000000007,0.0223205263722959,0.0376229796828598,-954.8340548340548
-4.0,0.0625,19247.00000000001,0.0223739024252218,0.0378631423047669,-954.8340548340548
-4.0,0.065,19257.00000000001,0.0224397358949134,0.0381121526129272,-975.8194186765616
-4.0,0.0675,19257.000000000007,0.0225019345497371,0.0383606761453019,-981.4471243042672
-4.0,0.07,19248.00000000001,0.0225622338525701,0.0386031493558314,-981.4471243042672
